episode_length,total_secrecy_rate,avg_sync_cost,avg_sync_bandwidth,sync_request_rate,avg_sync_applied,avg_pending_syncs,avg_twin_quality,avg_twin_badness,avg_secrecy_rate,avg_realized_loss,avg_margin_gap,avg_cert_slack,certified_safe_rate,certificate_violation_prob,certificate_cover_rate,certificate_in_policy_cover_rate,certificate_empirical_cover_rate,certificate_margin_cover_rate,prediction_violation_prob,outage_prob,success_prob,scenario,train_episode,seed
160.0,17.828124648099163,0.11875,0.11875,0.18125,0.16875,0.18125,0.5902287478538829,0.4097712521461171,0.11142577905061976,0.02034331853885948,0.014291298593792074,-1.7644414191166053,0.0,1.0,0.7875,0.7875,0.7875,0.7875,0.33125,1.0,0.0,scenario_stress,72,272
160.0,10.503153668132528,0.11875,0.11875,0.175,0.1625,0.175,0.5634990591762887,0.43650094082371116,0.0656447104258283,0.04888052420904776,0.042345076654077364,-1.882394605289316,0.0,1.0,0.85,0.85,0.85,0.85,0.4125,1.0,0.0,scenario_stress,73,273
160.0,71.99162505848858,0.11875,0.11875,0.19375,0.16875,0.19375,0.5254716466329107,0.4745283533670893,0.44994765661555364,0.12454569560832518,0.11804786102918878,-1.310848612652985,0.0,1.0,0.725,0.725,0.725,0.725,0.8,1.0,0.0,scenario_stress,74,274
160.0,53.170117801329326,0.11875,0.11875,0.18125,0.1625,0.18125,0.44463408332257204,0.555365916677428,0.3323132362583083,0.8402748553468383,0.8377837998058648,-0.9608639001169651,0.175,0.825,0.59375,0.59375,0.59375,0.59375,0.74375,1.0,0.0,scenario_stress,75,275
160.0,12.13937521560649,0.11875,0.11875,0.18125,0.16875,0.18125,0.547389884446327,0.452610115553673,0.07587109509754056,0.0383812273138543,0.03082793596138262,-3.000502494911403,0.0,1.0,0.825,0.825,0.825,0.825,0.59375,1.0,0.0,scenario_stress,76,276
160.0,8.45615159630107,0.11875,0.11875,0.2,0.1875,0.2,0.4383624007577017,0.5616375992422983,0.05285094747688168,0.6695570023985093,0.6678634308435527,-0.7512507731824766,0.0,1.0,0.33125,0.33125,0.33125,0.33125,0.75625,1.0,0.0,scenario_stress,77,277
160.0,31.244916485709012,0.11875,0.11875,0.16875,0.15625,0.16875,0.5394668937224794,0.4605331062775207,0.19528072803568133,0.2786593752576723,0.27298601361043057,-1.6191158378584376,0.00625,0.99375,0.80625,0.80625,0.80625,0.80625,0.8125,1.0,0.0,scenario_stress,78,278
160.0,37.76508209368107,0.11875,0.11875,0.2,0.2,0.2,0.5733546005928811,0.4266453994071188,0.23603176308550672,0.13373534436746498,0.1323939297768316,-2.528621266746199,0.0,1.0,0.9125,0.9125,0.9125,0.9125,0.675,1.0,0.0,scenario_stress,79,279
160.0,37.56066959831482,0.11875,0.11875,0.1625,0.14375,0.1625,0.4885055232069293,0.5114944767930707,0.2347541849894676,0.34365315273774255,0.341496156922455,-2.0678367087721887,0.00625,0.99375,0.7375,0.7375,0.7375,0.7375,0.8375,1.0,0.0,scenario_stress,80,280
160.0,6.573519710422187,0.11875,0.11875,0.1875,0.16875,0.1875,0.613676626732976,0.3863233732670241,0.041084498190138666,0.008377479009406968,-0.000524412289707369,-2.2453849695168815,0.00625,0.99375,0.90625,0.90625,0.90625,0.90625,0.10625,1.0,0.0,scenario_stress,81,281
160.0,78.26791847751706,0.11875,0.11875,0.16875,0.16875,0.16875,0.5140393318847665,0.4859606681152336,0.4891744904844816,0.3293427354789005,0.32737971498106644,-1.0253320751789379,0.0,1.0,0.69375,0.69375,0.69375,0.69375,0.8375,1.0,0.0,scenario_stress,82,282
160.0,23.660792543084337,0.11875,0.11875,0.16875,0.16875,0.16875,0.3558312551297506,0.6441687448702493,0.14787995339427712,0.9749666395097952,0.9734339722683835,-1.23947372111428,0.14375,0.85625,0.5,0.5,0.5,0.5,0.875,1.0,0.0,scenario_stress,83,283
160.0,83.4271962138888,0.11875,0.11875,0.175,0.16875,0.175,0.45579184096971614,0.5442081590302839,0.521419976336805,0.33210833300610826,0.3295106689102578,-0.6655848765856918,0.0375,0.9625,0.6625,0.6625,0.6625,0.6625,0.875,0.98125,0.01875,scenario_stress,84,284
160.0,26.68637315453471,0.11875,0.11875,0.16875,0.14375,0.16875,0.36544194028153576,0.6345580597184642,0.16678983221584193,1.2094614379202393,1.194254446661353,-1.161047552501595,0.2,0.8,0.4625,0.4625,0.4625,0.4625,0.86875,0.99375,0.00625,scenario_stress,85,285
160.0,79.49593186869619,0.11875,0.11875,0.16875,0.14375,0.16875,0.4768064707387666,0.5231935292612334,0.49684957417935116,0.5537852923085681,0.5510227464934147,-1.2805214300201537,0.0125,0.9875,0.6125,0.6125,0.6125,0.6125,0.85,1.0,0.0,scenario_stress,86,286
